,cluster,info
70,0,I7MN19|T-complex_protein_1_subunit_eta|OS=Tetrahymena_thermophila_(strain_SB210)
71,0,A0A3R7H1S1|T-complex_protein_1_subunit_gamma|OS=Phytophthora_kernoviae
72,0,"B8C5R2|T-complex_chaperonin_protein,_epsilon_subunit|OS=Thalassiosira_pseudonana_(Marine_diatom)_(Cyclotella_nana)"
73,0,A0A329RXB8|T-complex_protein_1_subunit_gamma|OS=Phytophthora_cactorum
74,0,A0A3F2RKB1|T-complex_protein_1_subunit_gamma|OS=Phytophthora_kernoviae
75,0,A0CNA9|T-complex_protein_1_subunit_eta|OS=Paramecium_tetraurelia
76,0,A0A225WIL8|T-complex_protein_1_subunit_gamma|OS=Phytophthora_megakarya
77,0,A0A425C1M2|T-complex_protein_1_subunit_gamma|OS=Peronospora_effusa
78,0,A0A3M6VUN1|T-complex_protein_1_subunit_gamma|OS=Peronospora_effusa
79,0,H3GB16|T-complex_protein_1_subunit_gamma|OS=Phytophthora_ramorum_(Sudden_oak_death_agent)
80,0,D8M1P6|T-complex_protein_1_subunit_gamma|OS=Blastocystis_hominis
81,0,A0A133VT68|Thermosome_subunit|OS=candidate_division_MSBL1_archaeon_SCGC-AAA833F18
82,0,A0A133VDX9|Thermosome_subunit|OS=candidate_division_MSBL1_archaeon_SCGC-AAA261O19
83,0,G0R3Z9|T-complex_protein_1_subunit_eta|OS=Ichthyophthirius_multifiliis_(strain_G5)_(White_spot_disease_agent)_(Ich)
84,0,K3WUA6|T-complex_protein_1_subunit_alpha|OS=Globisporangium_ultimum_(strain_ATCC_200006_/_CBS_805.95_/_DAOM_BR144)_(Pythium_ultimum)
85,0,C5K6I1|T-complex_protein_1_subunit_eta|OS=Perkinsus_marinus_(strain_ATCC_50983_/_TXsc)
86,0,A0A058Z8C1|T-complex_protein_1_subunit_gamma|OS=Fonticula_alba_(Slime_mold)
87,0,A0A0P1A7N8|T-complex_protein_1_subunit_gamma|OS=Plasmopara_halstedii_(Downy_mildew_of_sunflower)
88,0,M4B2C9|T-complex_protein_1_subunit_gamma|OS=Hyaloperonospora_arabidopsidis_(strain_Emoy2)_(Downy_mildew_agent)_(Peronospora_arabidopsidis)
89,0,K3X8V9|T-complex_protein_1_subunit_gamma|OS=Globisporangium_ultimum_(strain_ATCC_200006_/_CBS_805.95_/_DAOM_BR144)_(Pythium_ultimum)
90,0,A0A662WP54|Uncharacterized_protein|OS=Nothophytophthora_sp._Chile5
91,0,A0A0L0DSC5|T-complex_protein_1_subunit_epsilon|OS=Thecamonas_trahens_ATCC_50062
92,0,F2UFV4|T-complex_protein_1_subunit_gamma|OS=Salpingoeca_rosetta_(strain_ATCC_50818_/_BSB-021)
93,0,D0MWN4|T-complex_protein_1_subunit_alpha|OS=Phytophthora_infestans_(strain_T30-4)_(Potato_late_blight_fungus)
94,0,"A0A225WWN1|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_megakarya"
95,0,"A0A2P4XER9|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_palmivora_var._palmivora"
96,0,A7AR84|T-complex_protein_1_subunit_eta|OS=Babesia_bovis
97,0,G4YR30|Uncharacterized_protein|OS=Phytophthora_sojae_(strain_P6497)_(Soybean_stem_and_root_rot_agent)_(Phytophthora_megasperma_f._sp._glycines)
98,0,T0QMD9|T-complex_protein_1_subunit_gamma|OS=Saprolegnia_diclina_(strain_VS20)
99,0,A0A3M6VK42|Uncharacterized_protein|OS=Peronospora_effusa
100,0,A0A3R7J2T8|Uncharacterized_protein|OS=Phytophthora_kernoviae
101,0,A0A0W8B5M9|Axonemal_dynein_light_intermediate_polypeptide_1|OS=Phytophthora_nicotianae_(Buckeye_rot_agent)
102,0,"W2YDG6|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_P10297"
103,0,"W2QYJ3|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_(strain_INRA-310)"
104,0,"W2W128|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_CJ01A1"
105,0,"A0A080Z8N0|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_P1976"
106,0,"V9E5J3|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_P1569"
107,0,"W2K7V0|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_(Potato_buckeye_rot_agent)"
108,0,"W2I1J7|T-complex_protein_1,_alpha_subunit|OS=Phytophthora_parasitica_(Potato_buckeye_rot_agent)"
109,0,A0A067CTI4|T-complex_protein_1_subunit_gamma|OS=Saprolegnia_parasitica_(strain_CBS_223.65)
110,0,A0A329SQU5|T-complex_protein_1_subunit_alpha|OS=Phytophthora_cactorum
111,0,A0A3F2S4N6|Uncharacterized_protein|OS=Phytophthora_kernoviae
112,0,A0A0L0DBV5|T-complex_protein_1_subunit_gamma|OS=Thecamonas_trahens_ATCC_50062
113,0,A0A3R7GNN1|Uncharacterized_protein|OS=Phytophthora_kernoviae
114,0,H3G982|Uncharacterized_protein|OS=Phytophthora_ramorum_(Sudden_oak_death_agent)
115,0,A0A1V9ZVY4|T-complex_protein_1_subunit_gamma|OS=Thraustotheca_clavata
116,0,A0A0P7ZFM4|Hsp60|OS=Candidatus_Methanoperedens_sp._BLZ1
117,0,A0A1V9YDS9|T-complex_protein_1_subunit_gamma|OS=Achlya_hypogyna
118,0,B3XZP9|60_kDa_chaperonin|OS=Methanobrevibacter_oralis
119,0,A0A0P1AXS5|T-complex_protein_alpha_subunit|OS=Plasmopara_halstedii_(Downy_mildew_of_sunflower)
120,0,S9V3K1|T-complex_protein_1_subunit_epsilon|OS=Strigomonas_culicis
121,0,"A0A023B0E0|Putative_chaperonin_containing_T-complex_1_delta_subunit,_tcpd_protein|OS=Gregarina_niphandrodes_(Septate_eugregarine)"
122,0,M4BE66|Uncharacterized_protein|OS=Hyaloperonospora_arabidopsidis_(strain_Emoy2)_(Downy_mildew_agent)_(Peronospora_arabidopsidis)
123,0,W4GM07|T-complex_protein_1_subunit_gamma|OS=Aphanomyces_astaci
124,0,F4BZ89|Thermosome_beta_subunit|OS=Methanothrix_soehngenii_(strain_ATCC_5969_/_DSM_3671_/_JCM_10134_/_NBRC_103675_/_OCM_69_/_GP-6)_(Methanosaeta_concilii)
125,0,M1UY14|T-complex_protein_1_subunit_eta|OS=Cyanidioschyzon_merolae_(strain_10D)_(Red_alga)
126,0,A0A024TWR8|T-complex_protein_1_subunit_gamma|OS=Aphanomyces_invadans
127,0,A0A061DAQ1|T-complex_protein_1_subunit_eta|OS=Babesia_bigemina
128,0,A0A0V0QA01|T-complex_protein_1_subunit_eta|OS=Pseudocohnilembus_persalinus_(Ciliate)
129,0,A0A2R5G4R5|T-complex_protein_1_subunit_gamma|OS=Hondaea_fermentalgiana
130,0,A0A2R5GW80|T-complex_protein_1_subunit_alpha|OS=Hondaea_fermentalgiana
131,0,A0A397AVW8|T-complex_protein_1_subunit_gamma|OS=Aphanomyces_astaci
132,0,B8C5G9|T-complex_protein_1_subunit_eta|OS=Thalassiosira_pseudonana_(Marine_diatom)_(Cyclotella_nana)
133,0,F0WUH6|PREDICTED:_similar_to_chaperonin_containing_tcomplex_polypeptide_1_putative|OS=Albugo_laibachii_Nc14
134,0,"M1UXQ7|Chaperonin_containing_TCP1,_subunit_2|OS=Cyanidioschyzon_merolae_(strain_10D)_(Red_alga)"
135,0,"A0A1A8VTE7|T-complex_protein_1_subunit_epsilon,_putative|OS=Plasmodium_ovale_curtisi"
136,0,W7ARR6|T-complex_protein_1_subunit_gamma|OS=Plasmodium_vinckei_petteri
137,0,W7A2X9|T-complex_protein_1_subunit_gamma|OS=Plasmodium_inui_San_Antonio_1
138,0,A0A077YDG3|T-complex_protein_1_subunit_gamma|OS=Plasmodium_yoelii
139,0,Q7R886|T-complex_protein_1_subunit_gamma|OS=Plasmodium_yoelii_yoelii
140,0,V7PT46|T-complex_protein_1_subunit_gamma|OS=Plasmodium_yoelii_17X
141,0,A0A0L1IB04|T-complex_protein_1_subunit_gamma|OS=Plasmodium_falciparum_IGH-CR14
142,0,A0A0D9QMS1|T-complex_protein_1_subunit_gamma|OS=Plasmodium_fragile
143,0,A0A4V0KE38|T-complex_protein_1_subunit_gamma|OS=Plasmodium_chabaudi_chabaudi
144,0,"K2H7V6|T-complex_protein_1,_alpha_subunit,_putative|OS=Entamoeba_nuttalli_(strain_P19)_(Amoeba)"
145,0,"M2S8Q2|T-complex_protein_subunit_alpha,_putative|OS=Entamoeba_histolytica_KU27"
146,0,"M7W002|T-complex_protein_1_subunit_alpha,_putative|OS=Entamoeba_histolytica_HM-3:IMSS"
147,0,"N9V3S9|T-complex_protein_1_subunit_alpha,_putative|OS=Entamoeba_histolytica_HM-1:IMSS-A"
148,0,"C4LW75|T-complex_protein_1_subunit_alpha,_putative|OS=Entamoeba_histolytica"
149,0,"M3UZN4|T-complex_protein_1,_alpha_subunit,_putative|OS=Entamoeba_histolytica_HM-1:IMSS-B"
150,0,A0A5K1ULH3|T-complex_protein_1_alpha_subunit_putative|OS=Entamoeba_histolytica
151,0,A0A1R2D394|Uncharacterized_protein|OS=Stentor_coeruleus
152,0,A5K094|T-complex_protein_1_subunit_gamma|OS=Plasmodium_vivax_(strain_Salvador_I)
153,0,A0A0J9S4C1|T-complex_protein_1_subunit_gamma|OS=Plasmodium_vivax_India_VII
154,0,A0A0J9VDU4|T-complex_protein_1_subunit_gamma|OS=Plasmodium_vivax_Brazil_I
155,0,A0A0J9VSB2|T-complex_protein_1_subunit_gamma|OS=Plasmodium_vivax_Mauritania_I
156,0,A0A0J9TLZ6|T-complex_protein_1_subunit_gamma|OS=Plasmodium_vivax_North_Korean
157,0,A0A1J1GWK4|T-complex_protein_1_subunit_gamma|OS=Plasmodium_gallinaceum
158,0,A0A151LGI0|T-complex_protein_1_subunit_gamma|OS=Plasmodium_gaboni
159,0,A0A1Y1JN49|T-complex_protein_1_subunit_gamma|OS=Plasmodium_gonderi
160,0,A0A1Y3DJI4|T-complex_protein_1_subunit_gamma|OS=Plasmodium_knowlesi
161,0,"B0E892|T-complex_protein_1_subunit_alpha,_putative|OS=Entamoeba_dispar_(strain_ATCC_PRA-260_/_SAW760)"
162,0,A0A0W8CTC6|T-complex_protein_1_subunit_gamma|OS=Phytophthora_nicotianae_(Buckeye_rot_agent)
163,0,A0A132NU95|TCP-1_chaperonin_subunit_alpha|OS=Giardia_intestinalis_assemblage_B
164,0,C6LR07|TCP-1_chaperonin_subunit_alpha|OS=Giardia_intestinalis_(strain_ATCC_50581_/_GS_clone_H7)_(Giardia_lamblia)
165,0,V6TV32|Putative_TCP-1/cpn60_chaperonin_family_protein|OS=Giardia_intestinalis_(Giardia_lamblia)
166,0,V6TDW9|Putative_TCP-1/cpn60_chaperonin_family_protein|OS=Giardia_intestinalis_(Giardia_lamblia)
167,0,E1F2J5|TCP-1_chaperonin_subunit_alpha|OS=Giardia_intestinalis_(strain_P15)_(Giardia_lamblia)
168,0,E2RTR0|TCP-1_chaperonin_subunit_alpha|OS=Giardia_intestinalis_(strain_ATCC_50803_/_WB_clone_C6)_(Giardia_lamblia)
169,0,"U6LI53|TCP-1/cpn60_family_chaperonin,_putative|OS=Eimeria_brunetti"
170,0,A0A0E3SSJ1|Heat_shock_protein_60_family_chaperone_GroEL|OS=Methanococcoides_methylutens_MM1
171,0,A0A133V1N2|Thermosome_subunit|OS=candidate_division_MSBL1_archaeon_SCGC-AAA259O05
172,0,F4B589|Thermosome|OS=Acidianus_hospitalis_(strain_W1)
173,0,A0A0D3GHI0|T-complex_protein_1_subunit_gamma|OS=Oryza_barthii
174,0,J3MES7|T-complex_protein_1_subunit_gamma|OS=Oryza_brachyantha
175,0,V6M1G6|TCP-1_chaperonin_subunit_alpha|OS=Spironucleus_salmonicida
176,0,Q552J0|T-complex_protein_1_subunit_theta;_Short=TCP-1-theta;_AltName:_Full=CCT-theta|OS=Dictyostelium_discoideum_(Slime_mold)
177,0,A0A1J4K3W6|T-complex_protein_1_subunit_delta|OS=Tritrichomonas_foetus
178,0,M8A6C3|T-complex_protein_1_subunit_alpha|OS=Triticum_urartu_(Red_wild_einkorn)_(Crithodium_urartu)
179,0,F0ZT49|Uncharacterized_protein|OS=Dictyostelium_purpureum_(Slime_mold)
180,0,A8BFG4|T-complex_protein_1_subunit_delta|OS=Giardia_intestinalis_(strain_ATCC_50803_/_WB_clone_C6)_(Giardia_lamblia)
181,0,A0A1J4KJK7|T-complex_protein_1_subunit_delta|OS=Tritrichomonas_foetus
182,0,V6TJ52|T-complex_protein_1_subunit_delta|OS=Giardia_intestinalis_(Giardia_lamblia)
183,0,A0A152A2X8|Chaperonin_containing_TCP1_theta_subunit|OS=Tieghemostelium_lacteum
184,0,A0A1J4MM59|T-complex_protein_1_subunit_delta|OS=Cryptosporidium_ubiquitum
185,0,A0A3B5ZUR3|Uncharacterized_protein|OS=Triticum_aestivum_(Wheat)
186,0,E1F113|T-complex_protein_1_subunit_delta|OS=Giardia_intestinalis_(strain_P15)_(Giardia_lamblia)
187,0,F4PZN2|Chaperonin_containing_TCP1_theta_subunit|OS=Cavenderia_fasciculata_(strain_SH3)_(Slime_mold)_(Dictyostelium_fasciculatum)
188,0,Q9V2T7|Thermosome_subunit_gamma;_AltName:_Full=Chaperonin_subunit_gamma;_AltName:_Full=Thermosome_subunit_3|OS=Saccharolobus_solfataricus_(strain_ATCC_35092_/_DSM_1617_/_JCM_11322_/_P2)_(Sulfolobus_solfataricus)
189,0,A0A1J4MVP0|T-complex_protein_1_subunit_delta|OS=Cryptosporidium_andersoni
190,0,C6M0A4|T-complex_protein_1_subunit_delta|OS=Giardia_intestinalis_(strain_ATCC_50581_/_GS_clone_H7)_(Giardia_lamblia)
191,0,A0A132NYB3|T-complex_protein_1_subunit_delta|OS=Giardia_intestinalis_assemblage_B
192,0,V6U0H7|T-complex_protein_1_subunit_delta|OS=Giardia_intestinalis_(Giardia_lamblia)
193,0,D0KQM5|Thermosome|OS=Saccharolobus_solfataricus_(strain_98/2)_(Sulfolobus_solfataricus)
194,0,A0A0E3MBH5|Thermosome_subunit|OS=Saccharolobus_solfataricus_(Sulfolobus_solfataricus)
195,0,B6A9N5|T-complex_protein_1_subunit_delta|OS=Cryptosporidium_muris_(strain_RN66)
196,0,A0A1J4K9S7|T-complex_protein_1_subunit_delta|OS=Tritrichomonas_foetus
197,0,W6LAB3|T-complex_protein_1_subunit_delta|OS=Phytomonas_sp._isolate_Hart1
198,0,A0A1E7FPD4|T-complex_protein_1_zeta_subunit|OS=Fragilariopsis_cylindrus_CCMP1102
199,0,C3NL59|Thermosome|OS=Sulfolobus_islandicus_(strain_Y.N.15.51_/_Yellowstone_#2)
200,0,C3ML80|Thermosome|OS=Sulfolobus_islandicus_(strain_L.S.2.15_/_Lassen_#1)
201,0,C3NAE2|Thermosome|OS=Sulfolobus_islandicus_(strain_Y.G.57.14_/_Yellowstone_#1)
202,0,D2PGD3|Thermosome|OS=Sulfolobus_islandicus_(strain_L.D.8.5_/_Lassen_#2)
203,0,F0NLE6|Thermosome|OS=Sulfolobus_islandicus_(strain_HVE10/4)
204,0,A0A077ZTP7|Uncharacterized_protein|OS=Stylonychia_lemnae_(Ciliate)
205,0,D8LZB4|T-complex_protein_1_subunit_eta|OS=Blastocystis_hominis
206,0,S9UZZ1|T-complex_protein_1_subunit_gamma|OS=Strigomonas_culicis
207,0,F0NCS3|Thermosome|OS=Sulfolobus_islandicus_(strain_REY15A)
208,0,C4KL79|Thermosome|OS=Sulfolobus_islandicus_(strain_M.16.4_/_Kamchatka_#3)
209,0,M9UC15|Chaperonin_GroEL_(HSP60_family)|OS=Sulfolobus_islandicus_LAL14/1
210,0,C3N1Q9|Thermosome|OS=Sulfolobus_islandicus_(strain_M.16.27)
211,0,C3MSE1|Thermosome|OS=Sulfolobus_islandicus_(strain_M.14.25_/_Kamchatka_#1)
212,0,A0D6W6|Uncharacterized_protein|OS=Paramecium_tetraurelia
213,0,A0CPQ0|Uncharacterized_protein|OS=Paramecium_tetraurelia
214,0,J9J1M1|T-complex_protein_1_subunit_theta|OS=Oxytricha_trifallax
215,0,A2SRI6|Chaperonin_Cpn60/TCP-1|OS=Methanocorpusculum_labreanum_(strain_ATCC_43576_/_DSM_4855_/_Z)
216,0,G0QJJ2|Uncharacterized_protein|OS=Ichthyophthirius_multifiliis_(strain_G5)_(White_spot_disease_agent)_(Ich)
217,0,S9UHU2|T-complex_protein_1_subunit_alpha|OS=Angomonas_deanei
218,0,"L1J9H1|Cytosolic_chaperonin_protein,_theta_subunit|OS=Guillardia_theta_(strain_CCMP2712)_(Cryptophyte)"
219,0,V6LZ13|TCP-1_chaperonin_subunit_zeta|OS=Spironucleus_salmonicida
220,0,J7G2J4|T-complex_protein_1_subunit_delta|OS=Chroomonas_mesostigmatica_CCMP1168
221,0,A0A2R6WWL9|Uncharacterized_protein|OS=Marchantia_polymorpha_(Liverwort)_(Marchantia_aquatica)
222,0,A0A0V0R4B6|GroEL-like_apical_domain|OS=Pseudocohnilembus_persalinus_(Ciliate)
223,0,D8R0W3|Uncharacterized_protein|OS=Selaginella_moellendorffii_(Spikemoss)
224,0,D8S136|Uncharacterized_protein|OS=Selaginella_moellendorffii_(Spikemoss)
225,0,A0A1D2X4L4|Thermosome_subunit|OS=Methanosphaera_sp._WGK6
226,0,A0A1R2CY27|Uncharacterized_protein|OS=Stentor_coeruleus
227,0,S9WSG1|T-complex_protein_1_subunit_theta|OS=Angomonas_deanei
228,0,A0A1R2BEW0|Uncharacterized_protein|OS=Stentor_coeruleus
229,0,J7GB92|T-complex_protein_1_subunit_eta|OS=Chroomonas_mesostigmatica_CCMP1168
230,0,A0A1R2B7P4|Uncharacterized_protein|OS=Stentor_coeruleus
231,0,A0A1J4JPY6|TCP-1/cpn60_chaperonin_family_protein|OS=Tritrichomonas_foetus
232,0,"A7ASM9|HSP60_fold_T-complex_protein_1,_putative|OS=Babesia_bovis"
233,0,F2HH98|T-complex_protein_gamma_SU|OS=Cryptomonas_paramecium
234,0,A0A1X1BH14|T-complex_protein_1_subunit_theta|OS=Babesia_sp._Xinjiang
235,0,"A0A061DAJ3|HSP60_fold_T-complex_protein_1,_putative|OS=Babesia_bigemina"
236,0,"L1LGE5|Chaperonin_containing_t-complex_protein_1,_theta_subunit,_putative|OS=Theileria_equi_strain_WA"
237,0,A0A5K1VFS2|T-complex_protein_1_theta_subunit_putative|OS=Entamoeba_histolytica
238,0,"M7X500|T-complex_protein_1_subunit_theta,_putative|OS=Entamoeba_histolytica_HM-3:IMSS"
239,0,"M2S9G5|T-complex_protein_subunit_theta,_putative|OS=Entamoeba_histolytica_KU27"
240,0,"B0ESK2|T-complex_protein_1_subunit_theta,_putative|OS=Entamoeba_dispar_(strain_ATCC_PRA-260_/_SAW760)"
241,0,A0A2H6KAU5|T_complex_chaperonin|OS=Babesia_ovata
242,0,V6LAZ6|TCP-1_chaperonin_subunit_alpha|OS=Spironucleus_salmonicida
243,0,J4DNV1|Chaperonin|OS=Theileria_orientalis_strain_Shintoku
244,0,F2HHS5|T-complex_protein_1_beta_SU|OS=Cryptomonas_paramecium
245,0,A0CM70|T-complex_protein_1_subunit_delta|OS=Paramecium_tetraurelia
246,0,A0A2T7HXS5|Chaperonin|OS=Theileria_orientalis
247,0,A0A2T7IFJ1|Chaperonin|OS=Theileria_orientalis
248,0,A0A2T7I3B0|Chaperonin|OS=Theileria_orientalis
249,0,V6M0I9|TCP-1_chaperonin_subunit_theta|OS=Spironucleus_salmonicida
250,0,A0A654LWL2|60_kDa_chaperonin|OS=Candidatus_Nitrosocosmicus_oleophilus
251,0,"V7PEL0|T-complex_protein_1,_theta_subunit|OS=Plasmodium_yoelii_17X"
